,county_state,all_pubs_tot_circ_household,tot_households_est,diff_margin_gop_2016_2012,diff_cvap_turnout_2016_2012,pct_uninsured,unemployment_rate,pct_white_nonhispanic,any_college_aggregate,fips,fips2,trump_win,margin_gop_2016,margin_gop_2012,combined_cvap_turnout_2016
398,MASSAC//IL,0.0290629697678,5987.0,15.9131943487,3.114915,11.0,6.4,89.1382525306,50.4623513871,17127.0,17127.0,1,49.5854063018,33.6722119532,58.520544
399,RED WILLOW//NE,0.0292410234358,4651.0,10.7376002904,3.951019,10.5,2.3,92.4538644254,56.9611689893,31145.0,31145.0,1,70.6184548508,59.8808545604,62.770063
400,CALLOWAY//KY,0.029391937441,14834.0,7.6505945727,3.014028,11.4,3.7,89.6263055687,55.7930405317,21035.0,21035.0,1,35.0271213916,27.3765268189,53.137046
401,ZAVALA//TX,0.0295009649848,3627.0,10.3042716739,-3.42401,23.1,13.0,6.35986733002,33.1784521562,48507.0,48507.0,0,-57.2566371681,-67.560908842,45.080572
402,SIERRA//CA,0.029552715655,1252.0,2.06888321374,3.482789,12.2,6.3,87.9841112214,58.1930184805,6091.0,6091.0,1,24.77827051,22.7093872962,76.542211
403,RANDOLPH//AR,0.0297205180641,7335.0,20.9440074713,3.865841,15.0,4.0,95.4732975417,43.2320104311,5121.0,5121.0,1,48.8357357833,27.891728312,47.443795
404,ELK//PA,0.029749320447,13244.0,28.0580000866,6.323623,6.4,5.3,97.6059929869,40.7910194492,42047.0,42047.0,1,43.7924065252,15.7344064386,59.049129
405,DEWEY//SD,0.0298780487805,1640.0,19.0996254751,-4.689393,35.2,6.7,21.7243233554,48.5174323884,46041.0,46041.0,0,-9.60749853544,-28.7071240106,47.157469
406,TROUP//GA,0.0299046459728,24645.0,5.63488605346,2.759731,15.7,4.7,58.431469354,48.2127843298,13285.0,13285.0,1,23.4404683441,17.8055822907,55.26368
407,PUTNAM//GA,0.0301347199244,8462.0,4.21111948869,-0.036883,16.7,6.5,65.2845107545,45.4840764331,13237.0,13237.0,1,39.9851553388,35.7740358501,58.072269
408,LATIMER//OK,0.0302297460701,4135.0,18.4209847219,4.911291,21.1,7.9,67.783552998,49.0613266583,40077.0,40077.0,1,56.7160493827,38.2950646609,50.649291
409,MACON//GA,0.030315969257,4684.0,7.67108569235,-2.708495,21.9,7.4,33.9693841225,33.9061535295,13193.0,13193.0,0,-27.1751807791,-34.8462664714,41.230601
410,HOPKINS//KY,0.0306089571475,18622.0,14.0290118611,2.636152,12.2,4.6,88.9677114235,45.0137860529,21107.0,21107.0,1,53.9581795818,39.9291677207,57.899332
411,HABERSHAM//GA,0.0306108719053,14864.0,-1.12215631115,4.289365,19.0,4.9,78.0182415512,44.2097745128,13137.0,13137.0,1,66.3504464286,67.4726027397,52.180481
412,HANCOCK//KY,0.0306278713629,3265.0,26.803810577,1.498586,8.5,4.6,95.9741608029,41.3287316652,21091.0,21091.0,1,35.9739049394,9.17009436245,65.799296
413,WARREN//MS,0.0306815096389,18415.0,7.55226083758,-3.755939,16.0,5.5,48.5401915868,55.9391309816,28149.0,28149.0,1,4.93246568601,-2.61979515158,56.134135
414,GREENE//AR,0.0307517084282,16682.0,16.1410272509,0.767428,13.6,3.8,94.527684293,40.8684146384,5055.0,5055.0,1,52.9884898072,36.8474625563,43.752703
415,UINTA//WY,0.0307917888563,7502.0,2.51946582038,4.509205,14.0,5.0,87.8069756331,53.5119367468,56041.0,56041.0,1,61.4926114491,58.9731456288,62.904567
416,DOOLY//GA,0.031175059952,5004.0,8.98963471071,-3.327838,21.3,5.4,42.8741341916,31.5017579106,13093.0,13093.0,1,2.11157455683,-6.87806015388,35.231304
417,LAUDERDALE//MS,0.0313120770344,29701.0,7.51546815278,-1.195168,14.3,5.6,53.4008918729,54.8451529448,28075.0,28075.0,1,23.0054890047,15.490020852,53.368354
418,MARSHALL//MN,0.0315371244102,4027.0,29.2304105622,2.436435,7.8,6.4,94.023061462,51.3681027967,27089.0,27089.0,1,41.3642052566,12.1337946943,68.05287
419,BONNEVILLE//ID,0.0315924330807,36686.0,-11.5554317558,-3.119791,13.4,3.1,84.1030541433,63.5682020711,16019.0,16019.0,1,40.1904460328,51.7458777886,58.250576
420,IRON//WI,0.0316151202749,2910.0,23.3591462126,-0.476658,9.5,6.5,96.5803284239,57.1061093248,55051.0,55051.0,1,23.4972677596,0.138121546961,72.927022
421,CANDLER//GA,0.0317216679458,3909.0,9.8776856844,3.376668,26.2,4.3,62.5237965733,38.9436619718,13043.0,13043.0,1,43.598615917,33.7209302326,48.132443
422,OURAY//CO,0.0318181818182,1980.0,-5.39840254562,-5.432522,14.2,3.1,92.9257641921,78.7337662338,8091.0,8091.0,0,-10.7392759355,-5.34087338988,80.94939
423,JASPER//IL,0.0320021158424,3781.0,18.5107835622,1.566339,8.0,5.9,97.3637778931,50.4875886525,17079.0,17079.0,1,59.737460815,41.2266772529,70.315105
424,LAWRENCE//AR,0.0322580645161,6696.0,18.1726682878,1.584208,16.3,3.6,96.1301309531,39.3665158371,5075.0,5075.0,1,49.7601705454,31.5875022575,43.789899
425,CRAWFORD//MO,0.0323343001396,9309.0,23.1150172252,2.413058,16.4,4.7,95.9448499594,38.6266855926,29055.0,29055.0,1,59.4758064516,36.3607892264,53.687322
426,MACON//MO,0.0323562389877,6243.0,23.0205332992,5.368513,12.9,3.8,94.1397153946,43.8403755869,29121.0,29121.0,1,56.4190526455,33.3985193463,66.080409
427,BOLIVAR//MS,0.0324664836052,12382.0,5.64214270174,-4.495334,18.1,6.2,32.5533236695,48.5570831965,28011.0,28011.0,0,-32.4136856052,-38.0558283069,56.693423
428,PRICE//WI,0.0325373134328,6700.0,25.0513469541,-1.543843,6.7,4.1,95.5579710145,48.3405619461,55099.0,55099.0,1,25.0132275132,-0.0381194409149,68.767828
429,TRIPP//SD,0.032570763862,2579.0,17.6987225408,-1.313734,12.0,2.2,82.0494186047,52.0175892395,46123.0,46123.0,1,61.102661597,43.4039390561,61.981428
430,WHITLEY//KY,0.0327231121281,13110.0,9.39603022042,3.231284,13.0,5.5,96.0635860759,38.7034939444,21235.0,21235.0,1,67.1630948057,57.7670645852,51.598042
431,IRON//MO,0.0331191300049,4046.0,38.1192471957,4.081559,16.4,5.5,94.5746948266,40.1848530832,29093.0,29093.0,1,52.5821596244,14.4629124287,54.184979
432,DECATUR//GA,0.0331637459959,10614.0,6.7963519362,0.880659,20.5,6.0,51.4610271021,44.8858269904,13087.0,13087.0,1,18.607149834,11.8107978978,53.353155
433,HOWELL//MO,0.0332656951362,16263.0,19.4671435403,3.692919,12.8,5.4,94.8891533998,45.2929486236,29091.0,29091.0,1,63.2098765432,43.7427330029,57.983398
434,BAYFIELD//WI,0.033386327504,6919.0,16.1555439522,-1.346093,9.6,6.3,85.3953488372,63.7459596401,55007.0,55007.0,0,-8.7240543673,-24.8795983195,78.895152
435,TALLAHATCHIE//MS,0.0335157318741,4386.0,6.43583097662,-3.676427,16.1,5.5,36.1521492078,31.940380395,28135.0,28135.0,0,-14.9063032368,-21.3421342134,53.865659
436,FALLON//MT,0.033579033579,1221.0,12.7169726777,4.31627,12.0,2.6,95.616617599,56.6872917658,30025.0,30025.0,1,76.1194029851,63.4024303074,65.748763
437,PERRY//KY,0.0336642599278,11080.0,-1.5312585031,3.403071,14.1,8.9,95.8560679006,40.8814045145,21193.0,21193.0,1,56.9941321219,58.525390625,49.929291
438,OZARK//MO,0.0337821875738,4233.0,23.9145199812,2.61485,16.6,5.9,95.9001782531,39.2751790982,29153.0,29153.0,1,64.7633859142,40.8488659331,60.585141
439,TELFAIR//GA,0.0340328984685,5289.0,14.36748671,-3.197641,19.2,9.0,50.0365497076,24.2535188349,13271.0,13271.0,1,29.9420137059,15.5745269958,33.988535
440,CLEARWATER//MN,0.0341365461847,3486.0,28.7080561359,0.038892,12.3,8.0,85.7746800731,48.5589812332,27029.0,27029.0,1,43.1952662722,14.4872101363,64.212555
441,JONES//MS,0.0341598469118,24561.0,5.3907191304,-3.249812,14.8,5.5,65.2000703029,51.2707008516,28067.0,28067.0,1,43.6389380531,38.2482189227,57.816762
442,EMANUEL//GA,0.0342079450711,8156.0,10.075103349,-0.948104,22.8,7.0,59.9929611544,36.3218701439,13107.0,13107.0,1,36.9609594284,26.8858560794,46.62174
443,SUMTER//SC,0.0345567030638,40571.0,5.51629838107,-3.652882,14.4,4.9,46.5108511092,52.510940682,45085.0,45085.0,0,-12.0118961133,-17.5281944944,56.276548
444,GREENE//GA,0.0345907261071,6707.0,3.45772685466,-0.280267,18.4,5.6,55.9304390423,46.2867585978,13133.0,13133.0,1,25.9766730835,22.5189462288,65.252942
445,MONTGOMERY//MO,0.0346737792368,4874.0,22.4694418138,2.585662,12.6,3.6,94.8655666304,40.1465993752,29139.0,29139.0,1,55.4203539823,32.9509121685,60.701585
446,WILCOX//AL,0.0348685922456,3843.0,6.21321966376,-3.969222,16.4,15.0,27.3520249221,36.0318962022,1131.0,1131.0,0,-42.5266611977,-48.7398808615,73.885316
447,MACON//TN,0.0351174345077,8856.0,15.5855277102,1.243571,13.2,4.4,92.500329511,29.9653843642,47111.0,47111.0,1,69.2790387183,53.6935110081,43.333355
448,TYRRELL//NC,0.0351481736733,1451.0,10.1748135874,-1.331681,21.2,8.4,56.1897880539,32.5871442277,37177.0,37177.0,1,15.4705882353,5.29577464789,54.648763
449,WHEELER//GA,0.0352882703777,2012.0,9.36964795433,-1.241687,20.2,9.1,56.5485168426,22.0367560277,13309.0,13309.0,1,36.8696479543,27.5,31.88085
450,DUNN//ND,0.0353243416827,1557.0,13.5288767622,3.074169,17.5,2.9,83.0512514899,56.7261496225,38025.0,38025.0,1,63.5288767622,50.0,69.767028
451,CLAIBORNE//MS,0.0354010025063,3192.0,5.15529999359,-16.227245,19.1,9.2,13.6227224009,48.2939632546,28021.0,28021.0,0,-71.3947190251,-76.5500190186,60.285449
452,WARREN//TN,0.0355022029245,15661.0,19.1776650304,0.353679,13.8,4.7,86.4650755967,35.6168402523,47177.0,47177.0,1,44.2314780686,25.0538130381,45.544818
453,BENSON//ND,0.0355263157895,2280.0,21.3739945094,-2.116427,18.7,3.4,42.1106858993,52.5537982888,38005.0,38005.0,1,4.38144329897,-16.9925512104,46.275571
454,WAYNE//KY,0.0356195528609,7917.0,14.201951332,4.94867,12.5,6.4,93.8707334786,34.1082605406,21231.0,21231.0,1,61.8302453681,47.6282940361,49.91512
455,MCPHERSON//KS,0.0356203884319,11791.0,0.39969657992,2.903211,6.6,2.9,92.178312594,61.7734237629,20113.0,20113.0,1,41.983444507,41.583747927,58.090585
456,WARE//GA,0.0358247608086,13901.0,7.85237924142,1.3659,20.0,5.1,64.3926881841,40.5593525934,13299.0,13299.0,1,41.7448559671,33.8924767257,46.096796
457,LARAMIE//WY,0.0360647825387,37294.0,8.42078740103,2.374995,11.4,3.5,79.1891523719,66.7876817199,56021.0,56021.0,1,33.2256853173,24.8048979163,57.249409
458,WASHINGTON//MO,0.0360721442886,8982.0,36.5493967419,3.319964,15.5,5.1,94.5384861067,33.2133317849,29221.0,29221.0,1,55.1891367604,18.6397400186,48.732144
459,JACKSON//IN,0.0362345010232,16614.0,23.9899872745,1.856292,13.1,3.3,90.1635573141,39.3994075789,18071.0,18071.0,1,51.41455624,27.4245689655,54.354358
460,SAGUACHE//CO,0.0365665896844,2598.0,20.7882996079,-5.078763,29.1,4.5,56.9252965694,53.9832994809,8109.0,8109.0,0,-8.71813816033,-29.5064377682,62.590146
461,VANCE//NC,0.0368316354211,16589.0,3.69716915844,-2.36668,16.3,7.0,41.1653170938,39.1833569357,37181.0,37181.0,0,-24.6128934318,-28.3100625903,61.354953
462,MARLBORO//SC,0.0370854271357,9950.0,14.2620841588,4.504472,14.7,6.9,39.7849462366,32.9257246377,45069.0,45069.0,0,-16.1402492031,-30.4023333619,49.637988
463,CLAY//NC,0.0372246696035,4540.0,9.16481306588,1.4516,18.8,5.1,96.021021021,58.9191232048,37043.0,37043.0,1,51.7077315208,42.5429184549,67.170012
464,BEADLE//SD,0.0372769332452,7565.0,18.9780912227,-1.405084,9.5,2.3,81.1591809775,50.5462909718,46005.0,46005.0,1,37.5516834022,18.5735921795,57.655221
465,CULLMAN//AL,0.0373637613066,31287.0,8.25550445084,3.644979,15.0,4.7,92.1818069536,47.1859143313,1043.0,1043.0,1,77.8046032512,69.5490988004,60.526156
466,RUTLAND//VT,0.0374720138262,25459.0,17.8202062562,4.63497,6.4,3.4,95.9458119941,56.4740897974,50021.0,50021.0,0,-4.18655097614,-22.0067572324,62.950629
467,SEMINOLE//GA,0.037564374432,3301.0,11.9205741566,-0.678974,20.1,7.6,62.5955068993,42.2849638871,13253.0,13253.0,1,32.3455409561,20.4249667995,54.756749
468,ADAIR//KY,0.0375993189557,7048.0,9.57118824041,2.896571,14.6,5.6,93.7460216423,38.6417603293,21001.0,21001.0,1,64.5843461351,55.0131578947,54.031724
469,SABINE//TX,0.0379446640316,3795.0,8.90334098156,1.804125,23.7,10.3,86.5708812261,40.5373525557,48403.0,48403.0,1,72.7703576045,63.8670166229,56.190884
470,HOWARD//IN,0.0379798332026,34413.0,19.5699673892,0.232029,11.6,4.0,86.2381441431,51.7236542171,18067.0,18067.0,1,33.9010719922,14.331104603,57.924813
471,WASHINGTON//CO,0.0382068262863,1963.0,11.4189499839,1.939577,9.5,1.9,88.2794577685,55.8289396602,8121.0,8121.0,1,73.670605613,62.2516556291,73.688239
472,JOHNSON//KY,0.0384061981184,9035.0,11.5988207181,4.264214,10.8,8.3,97.6659528908,39.7862746309,21115.0,21115.0,1,71.0564853556,59.4576646375,54.050344
473,PERRY//MS,0.0384790528233,4392.0,8.09541379312,-4.232681,21.2,6.0,77.188807746,40.6363416405,28111.0,28111.0,1,53.6634756996,45.5680619064,57.85796
474,WILCOX//GA,0.0386579139314,2742.0,10.1211048821,-0.882366,16.3,6.5,58.7048595631,27.734496728,13315.0,13315.0,1,41.8432559704,31.7221510883,43.122244
475,DICKENSON//VA,0.0386784850927,6205.0,29.9597739934,-2.137768,11.3,8.6,98.0210825842,39.5376034545,51051.0,51051.0,1,56.1592505855,26.199476592,54.212469
476,DICKENS//TX,0.0387243735763,878.0,12.3527563748,-2.917975,19.8,4.9,66.8566418238,48.0416156671,48125.0,48125.0,1,68.9768976898,56.624141315,54.803199
477,LAUDERDALE//TN,0.0388775510204,9800.0,7.17558785218,-1.966682,15.5,7.3,60.8159842491,30.9986959357,47097.0,47097.0,1,14.1507259737,6.97513812155,39.674705
478,WILLIAMS//ND,0.0389836119848,12082.0,16.3445215434,5.605835,10.1,3.7,86.8327762585,62.1624428749,38105.0,38105.0,1,66.3341048767,49.9895833333,52.923924
479,ADAIR//MO,0.0390243902439,9635.0,10.7698466392,1.082739,10.3,4.9,91.4710485133,54.6806005299,29001.0,29001.0,1,24.8988852718,14.1290386325,50.565445
480,COSTILLA//CO,0.0391214824983,1457.0,19.6032016764,-2.950126,16.9,3.5,32.058084334,48.5077446165,8023.0,8023.0,0,-29.010989011,-48.6141906874,66.91584
481,LEE//SC,0.0393108848865,6385.0,5.9637281158,-2.351487,13.7,5.6,32.6526190347,35.8664317745,45061.0,45061.0,0,-29.3588162762,-35.322544392,59.310853
482,KOOCHICHING//MN,0.039356605065,5844.0,29.4901669776,0.726396,8.5,9.4,93.6647770798,52.9129755081,27071.0,27071.0,1,20.0063361318,-9.48383084577,63.950998
483,LEAKE//MS,0.0394515275439,8314.0,5.54206190589,-3.950661,20.3,6.2,48.0499287349,40.329586982,28079.0,28079.0,1,14.17733523,8.63527332408,51.96144
484,ORANGE//IN,0.0396182008368,7648.0,24.2001217307,3.106308,12.1,4.3,95.8377693283,36.4590310337,18117.0,18117.0,1,45.8175601417,21.6174384109,55.383468
485,FLOYD//KY,0.0398884420807,15418.0,14.3679597154,8.175346,14.0,8.8,97.4100235452,40.3641768859,21071.0,21071.0,1,48.2900550814,33.922095366,57.524723
486,SISKIYOU//CA,0.039931009251,19133.0,5.08134310601,2.601653,12.4,7.8,78.0134411664,63.555834773,6093.0,6093.0,1,20.6997378504,15.6183947444,61.571246
487,ALLENDALE//SC,0.0400478182905,3346.0,3.28830704382,-2.903449,18.2,7.4,23.2364301687,35.327510917,45005.0,45005.0,0,-54.0525433203,-57.3408503641,50.433761
488,CHIPPEWA//MI,0.0400800171465,13997.0,16.676424601,0.636709,11.8,5.9,70.719950241,51.227028878,26033.0,26033.0,1,24.2451729947,7.56874839373,51.330465
489,WEBSTER//MS,0.0403066271019,4044.0,4.79867589925,-1.200086,15.1,5.2,77.7677767777,48.2068761114,28155.0,28155.0,1,58.678343949,53.8796680498,68.186754
490,PANOLA//MS,0.0403857248826,12133.0,9.09560132266,-7.275218,15.0,6.3,47.8427835801,43.7790304397,28107.0,28107.0,1,0.47798572775,-8.61761559491,59.417081
491,WOLFE//KY,0.0404386566141,2918.0,17.7832759629,1.685185,12.0,7.1,98.3335628701,28.8950715421,21237.0,21237.0,1,39.9012908125,22.1180148496,48.200998
492,RANDOLPH//GA,0.0404438081603,2794.0,5.28841113947,-2.893704,21.0,7.6,33.7115516063,37.5887964278,13243.0,13243.0,0,-11.2953367876,-16.583747927,51.336241
493,BEN HILL//GA,0.0405426477468,6413.0,12.7060547016,0.523648,20.3,7.4,56.4799450707,37.9904979764,13017.0,13017.0,1,27.6211379369,14.9150832352,47.69249
494,KNOX//IL,0.0407492605981,21301.0,20.4161418839,-1.608014,9.2,5.5,83.9422781701,50.576325273,17095.0,17095.0,1,3.27353851757,-17.1426033663,55.085844
495,RAMSEY//ND,0.0408692185008,5016.0,22.7923527945,4.554439,10.1,2.1,85.4487290334,60.0101368474,38071.0,38071.0,1,32.7903411269,9.99798833233,60.502625
496,CHATTOOGA//GA,0.0409013242204,9364.0,17.5030328626,3.029981,18.3,5.5,82.631432986,30.9875403784,13055.0,13055.0,1,58.7557603687,41.2527275061,43.88285
497,PHELPS//MO,0.0410268714012,16672.0,9.3993213668,6.117845,11.4,3.8,89.133669413,53.9876196646,29161.0,29161.0,1,42.9104275907,33.5111062239,59.469259
498,POLK//MN,0.0410280594199,12723.0,23.2813655642,0.523597,6.9,3.3,88.9751798903,59.7304890243,27119.0,27119.0,1,29.0311607021,5.74979513794,62.579477
499,ROSEAU//MN,0.0411522633745,6318.0,23.9526885619,2.580291,5.1,4.1,93.1412103746,54.572243346,27135.0,27135.0,1,46.285567143,22.3328785812,67.150795
500,WATAUGA//NC,0.0411582316463,19996.0,-4.17486255999,1.939249,10.3,3.9,92.0539816233,68.6027549356,37189.0,37189.0,0,-1.50161632313,2.67324623686,64.471316
501,CAMPBELL//WY,0.0412906910337,17510.0,7.41484873847,0.829297,13.1,6.0,87.9428488118,56.9255749221,56005.0,56005.0,1,80.5910231391,73.1761744006,53.055435
502,MADISON//FL,0.0417296643484,6614.0,12.1156882241,0.087428,19.2,5.2,54.4716749426,43.0140329469,12079.0,12079.0,1,15.5592143949,3.4435261708,59.661031
503,NEWTON//TX,0.0418652849741,4825.0,6.1740606467,-2.968609,19.9,8.0,73.8036680486,37.553268891,48351.0,48351.0,1,49.4513715711,43.2773109244,51.176709
504,GREENE//IN,0.0419596812002,12798.0,21.9499088629,3.282982,13.3,5.2,96.980039616,44.4190743831,18055.0,18055.0,1,53.3749909177,31.4250820548,55.076998
505,LINCOLN//TN,0.0419964819701,13644.0,9.84690772755,-0.340378,12.2,4.3,87.523099851,40.546911834,47103.0,47103.0,1,58.9675960814,49.1206883538,51.504129
506,MINGO//WV,0.0420509037256,10844.0,26.2094810032,6.968772,12.7,10.4,96.0202074737,32.635663151,54059.0,54059.0,1,68.7612208259,42.5517398226,50.632882
507,CRAWFORD//GA,0.0423093873953,4538.0,10.3730184334,0.84005,15.4,5.6,73.4827338703,42.6697090702,13079.0,13079.0,1,42.9125460539,32.5395276205,53.631592
508,WETZEL//WV,0.0426053639847,6525.0,28.6745416678,5.132827,11.4,7.2,97.790431392,35.2026794916,54103.0,54103.0,1,50.2826683896,21.6081267218,50.432843
509,HOUSTON//TX,0.0426298782003,8046.0,6.58034549431,0.343233,17.7,4.4,61.9286243409,45.2053154555,48225.0,48225.0,1,50.9154420622,44.3350965678,45.982894
510,HICKORY//MO,0.04287454324,4105.0,29.9403775034,1.267671,18.8,4.9,95.5757900375,40.4243516849,29085.0,29085.0,1,53.4873860505,23.547008547,61.952251
511,CLAY//MS,0.0432328415651,7795.0,6.34759661901,-6.741488,14.6,6.6,39.5630948272,45.7153530071,28025.0,28025.0,0,-15.6526104418,-22.0002070608,65.695345
512,PULASKI//KY,0.043410307506,25593.0,6.19761353337,4.536146,11.8,4.6,94.4653099709,39.7515387911,21199.0,21199.0,1,66.7213992504,60.523785717,57.874382
513,PARMER//TX,0.0434243176179,3224.0,-20.3135749553,-0.304675,23.8,2.5,36.6653338665,37.3302418019,48369.0,48369.0,1,37.7217885025,58.0353634578,43.786582
514,BALDWIN//GA,0.0436224809113,15978.0,3.74756834186,1.095196,13.2,6.5,53.5516977836,43.5278867965,13009.0,13009.0,0,-1.70451010886,-5.45207845072,45.549631
515,CLAY//AR,0.0438662834669,6611.0,0.676040458851,2.281549,15.7,4.6,96.0194805195,34.8196301044,5021.0,5021.0,1,29.7758447641,29.0998043053,44.33552
516,ETOWAH//AL,0.0439610015289,39899.0,11.7180076728,2.651137,13.1,5.7,78.5218665073,50.5203167996,1055.0,1055.0,1,50.103510144,38.3855024712,56.414521
517,BULLOCK//AL,0.0439858810752,3683.0,1.94028636414,-6.314414,18.1,7.6,22.2138977337,31.5407367572,1011.0,1011.0,0,-50.8615188258,-52.8018051899,60.141063
518,HARLAN//KY,0.0444502893214,11406.0,8.1807970046,3.126881,14.5,10.2,95.2323943662,36.116375557,21095.0,21095.0,1,72.1984363366,64.017639332,51.481444
519,MISSISSIPPI//AR,0.0444548159384,17141.0,9.36578608246,1.471811,15.8,5.5,59.6447039943,43.0555068551,5093.0,5093.0,1,10.5194305502,1.15364446775,42.667502
520,MORGAN//KY,0.0445091514143,4808.0,18.0737213581,2.95833,11.2,6.1,93.6029192732,36.4220183486,21175.0,21175.0,1,55.0146873689,36.9409660107,44.514456
521,LEON//TX,0.0446108759362,6142.0,5.56272022709,2.238929,19.7,6.4,76.805993222,47.5892932534,48289.0,48289.0,1,74.0110706089,68.4483503818,58.19214
522,SHELBY//TX,0.0448063005534,9396.0,10.525771155,4.151357,24.9,5.6,63.3663751215,41.3917179972,48419.0,48419.0,1,59.6781305115,49.1523593564,59.678853
523,DES MOINES//IA,0.0449196583239,16741.0,25.4235664603,-2.542192,7.6,4.1,88.4127536809,55.807466743,19057.0,19057.0,1,6.95238604179,-18.4711804185,63.749492
524,LAWRENCE//IL,0.0450648055833,5015.0,22.6703206121,1.478985,9.3,7.0,72.1272127213,42.8084138715,17101.0,17101.0,1,53.4691174035,30.7987967914,46.568295
525,HARALSON//GA,0.0450945681543,10733.0,7.42181880467,2.765909,16.0,5.2,90.953964642,40.7090336134,13143.0,13143.0,1,71.6179199434,64.1961011388,51.637
526,MUSKOGEE//OK,0.0451630042886,26349.0,14.4016219614,2.632284,20.5,5.3,57.3650034176,49.3145386566,40101.0,40101.0,1,29.1819947919,14.7803728305,47.673663
527,EVANGELINE//LA,0.0453404718086,11954.0,10.5877233129,-3.579646,14.8,6.5,67.522506515,34.7934571666,22039.0,22039.0,1,41.3267020633,30.7389787504,61.644727
528,WALLA WALLA//WA,0.0453539823009,21696.0,-5.98024859192,0.790524,12.4,5.0,72.6534507585,66.0980589801,53071.0,53071.0,1,16.3556141597,22.3358627516,60.560274
529,COVINGTON//AL,0.0454210984012,14949.0,10.2092091409,2.329254,13.3,6.6,83.347410653,46.2296939932,1039.0,1039.0,1,68.5484890631,58.3392799222,54.962277
530,PITTSBURG//OK,0.045447006137,18087.0,14.095648829,5.829207,19.4,6.2,70.4143591112,48.8093340559,40121.0,40121.0,1,52.3826086957,38.2869598666,51.216412
531,MISSAUKEE//MI,0.0456870098875,5866.0,18.2948637329,2.218503,11.8,4.1,94.8892447291,43.7771136605,26113.0,26113.0,1,52.3352965347,34.0404328018,64.089215
532,TRINITY//CA,0.0457695113056,5484.0,10.208511442,3.340006,18.4,6.7,82.9731548643,59.7771317829,6105.0,6105.0,1,11.3019508058,1.09343936382,55.473042
533,DOUGLAS//WI,0.0457994725795,18581.0,23.7100006433,-0.45948,9.5,5.0,92.0820110048,60.1407989522,55031.0,55031.0,0,-7.59522199684,-31.3052226402,66.404206
